날짜,종목코드,시가,고가,저가,종가,출처
2025-06-30,402460,6960,7924,6935,7829,Naver
2025-06-30,402970,11335,11569,11161,11345,Naver
2025-06-30,403790,21890,25433,21755,24869,Naver
2025-06-30,404120,12710,14450,12690,14285,Naver
2025-06-30,404260,10600,12135,10550,11795,Naver
2025-06-30,404540,10706,12283,10671,11916,Naver
2025-06-30,404650,10636,12088,10551,11797,Naver
2025-06-30,407300,7081,8661,7081,8546,Naver
2025-06-30,407310,7688,8874,7594,8635,Naver
2025-06-30,407820,7385,8444,7385,8414,Naver
2025-06-30,407830,13535,14400,13155,14245,Naver
2025-06-30,409810,7460,7510,7025,7030,Naver
2025-06-30,409820,11514,13047,11414,13047,Naver
2025-06-30,410870,11830,13320,11830,13245,Naver
2025-06-30,411060,20630,21600,20100,20100,Naver
2025-06-30,411540,7808,9028,7714,8766,Naver
2025-06-30,411860,16101,16496,13933,16353,Naver
2025-06-30,412560,1566,2444,1566,2175,Naver
2025-06-30,412570,799,952,748,949,Naver
2025-06-30,412770,11650,12852,11396,12652,Naver
2025-06-30,413220,3435,3520,3322,3515,Naver
2025-06-30,413930,9950,11625,9915,11460,Naver
2025-06-30,414270,11352,11501,10560,11202,Naver
2025-06-30,414780,7551,7955,7322,7626,Naver
2025-06-30,415340,7775,7860,7500,7805,Naver
2025-06-30,415760,7407,7432,6882,7323,Naver
2025-06-30,415920,3705,4035,3510,3930,Naver
2025-06-30,416090,7196,7236,6736,7136,Naver
2025-06-30,417450,6465,7457,6386,7323,Naver
2025-06-30,417630,10381,11814,10246,11524,Naver
2025-06-30,418660,22787,24879,22312,24652,Naver
2025-06-30,419420,5540,5929,5436,5859,Naver
2025-06-30,419430,6490,6800,6260,6690,Naver
2025-06-30,419650,3030,3650,2985,3415,Naver
2025-06-30,419890,105422,105597,105388,105597,Naver
2025-06-30,421320,21005,24900,20800,23320,Naver
2025-06-30,422260,10278,13407,9995,10958,Naver
2025-06-30,422420,5043,5467,4939,5413,Naver
2025-06-30,423160,108331,108542,108328,108542,Naver
2025-06-30,423170,17695,20670,17450,20570,Naver
2025-06-30,423920,17468,22889,16904,22784,Naver
2025-06-30,424460,14387,14681,14222,14417,Naver
2025-06-30,426020,20712,22659,20403,22264,Naver
2025-06-30,426030,24918,29614,24678,29125,Naver
2025-06-30,426150,58140,58215,57356,57894,Naver
2025-06-30,427120,7279,9942,7274,9063,Naver
